Temperature,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide
17.8,832,644,990,747
16.1,846,628,1025,727
15.8,897,750,874,799
17,908,767,868,807
16,1348,1357,526,1324
17.8,1384,1386,504,1404
20.6,1473,1463,462,1605
23.6,1360,1287,517,1478
23.7,1305,1223,545,1414
24.7,1337,1302,507,1465
25.9,1414,1414,478,1588
26.8,1463,1417,467,1651
26.6,1530,1425,457,1652
24.8,1915,1889,340,2110
23.1,1882,1920,328,2204
22.2,1589,1619,406,1780
21.1,1463,1484,443,1590
20,1380,1345,493,1419
19.1,1383,1332,495,1415
18.8,1181,1094,600,1180
18.5,1061,931,699,1015
18.4,1091,945,698,1014
16.8,1010,884,719,938
17.9,868,688,922,777
16.5,852,639,1009,723
16.9,826,601,1056,702
16.1,862,677,973,725
16.1,951,800,803,836
16.2,1210,1188,583,1129
16.5,1601,1727,389,1718
19.6,1477,1443,469,1646
20.7,1458,1408,471,1664
20.8,1354,1321,504,1496
21.7,1385,1354,490,1506
23,1460,1430,466,1604
24.2,1492,1463,460,1632
24.7,1569,1547,435,1736
23,1870,1871,351,2165
21.4,1774,1829,359,2152
20.3,1388,1363,485,1556
20,1303,1177,562,1389
19.1,1257,1126,581,1300
18.1,1132,1002,640,1126
17.8,1050,881,732,982
17.6,1033,842,756,941
16.1,1106,938,685,1010
15.5,1107,940,689,985
15.4,1011,856,769,889
15.6,916,726,879,791
17,852,641,1012,710
14.9,889,694,913,743
14,1002,828,798,857
14.6,1231,1134,587,1143
15.9,1212,1191,551,1210
18.4,1121,1012,650,1060
20,1260,1121,568,1252
20.4,1391,1214,518,1435
20.7,1463,1280,482,1544
21.7,1464,1321,475,1600
22,1412,1230,516,1534
21.4,1450,1292,495,1495
20.8,1416,1283,510,1442
20.1,1346,1211,540,1340
20,1273,1137,586,1231
19.5,1206,1049,634,1128
19.5,1252,1094,615,1188
19.1,1069,897,729,998
18.8,1061,895,737,944
18,1072,880,767,928
17.5,1075,917,737,1037
17.5,992,853,796,930
17.1,914,741,891,803
17,854,700,980,665
16.1,774,591,1151,533
15.5,757,542,1339,449
15.1,752,516,1370,440
14.9,757,551,1295,453
15.5,777,580,1263,465
16.6,774,583,1246,457
18,805,632,1176,475
18,838,686,1083,532
17.6,824,695,1091,526
17.5,812,704,1055,520
17.2,806,702,1052,500
16.8,789,675,1121,482
16,821,713,1067,539
14.8,1024,1127,704,943
14.4,1009,995,784,1016
14.1,1064,1055,738,1063
13.4,1001,1029,733,1034
12.7,927,868,847,864
9.9,819,613,1118,500
10.2,847,630,1057,537
10.6,798,621,1115,524
11.1,757,561,1192,457
11.5,703,446,1523,360
11.3,689,407,1757,333
10.8,698,424,1665,339
10.9,720,458,1536,358
10.8,797,593,1212,494
10.7,950,875,850,828
10.9,887,809,899,769
12.1,850,755,966,714
12.4,836,740,987,672
13,827,768,972,671
13.4,819,810,947,631
13.1,919,978,820,805
11.5,897,890,850,808
13.1,973,1023,780,964
13,1065,1211,669,1188
11.3,1341,1575,503,1571
10.6,1303,1524,515,1580
9.5,1189,1381,566,1426
8.6,1054,1106,679,1239
8.5,943,900,816,1064
7.9,903,872,855,987
7.1,858,760,940,873
7.2,821,696,1032,783
5.6,781,645,1088,719
5.1,741,580,1224,660
4.4,720,540,1296,613
4.1,733,574,1238,627
3.2,780,666,1099,697
3.7,915,873,873,915
4.9,1228,1362,575,1399
7.1,1239,1373,550,1495
8.1,1209,1255,588,1499
11.1,1257,1308,548,1720
11.3,1007,1000,727,1210
12.5,1020,1041,733,1123
12.5,1094,1144,669,1209
12.6,1045,1087,712,1144
13.8,909,879,874,847
11,1013,905,816,923
8.3,1236,1206,615,1166
8.6,1275,1294,570,1280
8.8,1237,1194,615,1193
8,1101,963,748,966
7.3,962,778,911,752
6.5,841,680,1052,594
6.5,831,620,1164,545
6.9,843,622,1146,555
7.3,798,600,1151,543
7.9,730,477,1433,420
8,715,445,1601,373
8.1,726,443,1663,363
6.3,771,490,1419,411
6.7,805,555,1255,496
7.1,958,803,910,738
7.9,1021,959,760,910
6.9,969,843,857,821
6.8,923,733,962,740
8,973,850,868,852
9.5,996,893,808,895
10.5,1055,1007,736,1019
11.4,1023,971,752,993
11.1,1039,1024,721,1043
10.8,1051,1061,696,1111
10.6,1050,1070,699,1087
10.6,1156,1209,614,1250
10,1277,1335,551,1331
10.3,1172,1159,621,1243
10.5,1048,973,731,1074
10.2,1144,1096,643,1258
9.7,1104,1023,677,1189
9.3,1038,957,713,1092
9.2,960,838,797,996
8.1,934,787,822,974
7.6,930,784,850,902
7.5,918,778,864,859
8.3,952,814,804,970
8.9,1019,905,757,1062
9.2,1287,1218,580,1304
9.9,1578,1605,429,1643
10.2,1417,1407,490,1488
11.2,1392,1325,511,1465
11.8,1147,1073,628,1198
12.5,1150,1105,629,1160
13.2,1252,1240,564,1277
12.5,1186,1125,617,1171
12.2,1172,1107,629,1106
11.5,1109,1021,689,1036
11.6,1201,1196,597,1196
12,1189,1183,603,1170
12.9,1282,1312,551,1312
13.1,1207,1203,625,1251
12.3,904,754,930,805
12.7,900,711,975,736
12.9,932,740,926,774
12.9,968,785,872,826
13.1,827,610,1092,636
13.1,789,515,1276,516
13.8,812,549,1213,531
13.7,811,559,1170,558
13.9,827,560,1169,565
14.1,849,604,1086,604
14,1001,798,855,794
14.2,1021,896,741,907
14.9,978,831,807,838
16.3,996,855,793,884
16.9,1014,843,791,866
17.4,1061,928,730,909
17.4,1092,975,690,990
17.7,1129,1028,661,1050
16.8,1077,969,690,1023
17,1153,1079,635,1103
16.2,1234,1197,575,1239
16.7,1319,1319,539,1384
16.5,1251,1264,561,1289
15.8,1165,1070,650,1180
15.7,954,807,833,855
15.9,971,818,828,857
15.6,961,765,865,811
15.6,952,758,876,794
15.7,875,635,1037,612
15.7,891,633,1035,590
15.6,1006,765,848,807
15.8,907,691,927,702
15.2,938,702,904,753
16.1,925,672,991,709
14.9,1157,967,678,1087
15.6,1169,1003,665,1126
17.9,1312,1139,565,1386
21.1,1347,1227,539,1476
20.3,1321,1224,543,1424
21.5,1267,1118,592,1310
21.5,1234,1053,639,1114
21.5,1101,947,699,1029
20.8,1149,998,664,1101
19.2,1094,941,695,1040
18.3,1056,878,758,856
17.7,1030,899,767,836
17.2,1075,943,752,894
15.9,927,748,888,696
14,793,570,1143,524
13.3,796,589,1136,506
11.9,780,568,1190,453
11.4,774,569,1222,434
10.4,718,500,1401,373
9.9,705,478,1546,330
9.8,689,470,1643,305
9.5,678,427,1771,286
10,655,402,2077,268
10.2,649,397,2062,261
10.6,647,412,1964,274
10.7,667,429,1793,291
10.8,669,444,1664,304
11.4,667,455,1716,301
12.4,705,508,1494,329
12.4,710,523,1479,350
12.2,713,539,1593,380
10.5,703,512,2121,356
9.6,738,529,1991,383
8.2,795,569,1773,429
7.3,861,750,1481,556
8.4,836,653,1798,537
9.1,812,652,1586,554
10,771,642,1678,518
10.4,711,556,1938,416
11.3,741,607,1312,433
10.9,696,532,1416,393
10.6,692,507,1483,353
10.7,679,449,1666,314
11,676,429,1750,296
10.7,681,428,1768,297
10.4,683,426,1775,302
10.4,704,478,1498,348
10.5,767,588,1292,508
10.7,964,928,871,936
11.1,925,923,841,944
12.6,883,849,910,843
13.8,894,820,932,820
13.4,881,831,911,793
13.5,867,842,909,737
13.7,856,821,937,718
13.6,862,843,930,743
13.5,891,891,874,848
13.5,931,1032,795,991
12.7,1025,1202,691,1191
12.6,1029,1198,694,1169
12.3,1038,1190,685,1167
12,904,924,846,966
11.6,844,782,969,796
11.3,839,711,1029,712
11.3,844,705,1035,701
11.2,800,641,1113,591
11,786,596,1178,609
11.2,737,492,1391,467
11.1,732,472,1461,391
10.7,737,468,1481,395
10.2,778,517,1330,510
10.1,867,669,1069,779
10.1,1248,1197,641,1395
11.3,1389,1463,518,1706
14.5,1184,1193,626,1479
17.5,1160,1165,655,1403
17.2,982,1003,1037,1072
17.3,948,1017,1065,929
18.1,1017,1039,769,1024
17.9,985,1011,779,1010
17.6,1017,1029,768,1046
16.7,1121,1190,673,1264
14.8,1129,1255,634,1365
13.6,1101,1134,683,1281
13.4,1182,1175,637,1463
11.8,1144,1091,671,1388
10.7,1046,890,791,1195
10.2,990,817,849,1111
9.5,974,764,910,992
7.7,953,778,885,1019
8.4,868,647,1054,828
7.9,833,574,1150,752
6.2,786,522,1253,699
6.8,834,551,1193,719
5.7,845,583,1132,761
5.9,929,713,987,830
6.3,1234,1161,629,1318
7.5,1270,1267,565,1482
11.4,1241,1135,622,1474
14.1,1268,1180,593,1632
13.3,1248,1131,615,1592
14.7,1317,1269,554,1679
16.5,1308,1306,553,1670
17.4,1321,1281,557,1650
17.3,1360,1325,535,1692
16,1659,1685,423,2155
13.7,1802,1924,356,2452
13,1549,1553,446,2032
12.4,1407,1351,516,1751
10.7,1374,1268,536,1675
10.5,1127,948,703,1312
9.7,1096,860,777,1179
8.8,1119,908,735,1197
8.8,999,771,864,995
8.5,987,794,852,971
7.5,912,685,934,876
6.4,893,701,935,844
5.9,878,687,964,813
6.1,996,841,797,1005
6.8,1119,974,710,1170
7.7,1407,1339,531,1533
8.9,1503,1498,469,1783
11.4,1446,1374,499,1818
13.4,1416,1302,526,1826
15.8,1448,1288,518,1839
18.3,1282,1111,586,1428
18.8,1271,1157,572,1353
18.4,1321,1178,552,1491
18.3,1362,1223,535,1517
17.6,1316,1228,540,1413
17.3,1374,1307,521,1429
16.8,1388,1367,500,1503
16.6,1422,1432,474,1636
16.3,1281,1216,548,1687
15.9,1192,1040,640,1405
15.9,1108,945,692,1199
15.7,1071,885,740,1090
16.1,999,793,817,898
15.5,925,670,940,663
14.9,886,608,1013,611
14.7,888,590,1009,625
14.7,863,531,1097,606
15.4,870,550,1126,515
14.5,1043,776,800,826
14.7,1478,1310,492,1542
15.2,1436,1371,458,1626
16.1,1354,1201,529,1538
17,1290,1110,571,1441
17.6,1203,1043,617,1217
17.3,1298,1156,549,1320
17.8,1352,1236,522,1368
18.3,1247,1142,574,1199
18.3,1375,1247,531,1375
17.7,1553,1414,455,1682
17.3,1521,1430,449,1761
16.2,1623,1547,414,1883
15.2,1510,1501,456,1855
14.2,837,835,896,1078
13.4,667,689,1210,620
12.8,695,711,1193,645
12.2,683,686,1240,627
12,695,709,1236,645
10.8,703,685,1218,641
10.4,698,614,1286,591
9.7,714,605,1278,594
9,692,546,1347,500
8.7,729,639,1234,628
6.9,880,812,928,1040
6.3,974,1019,769,1159
7.2,1086,1157,674,1330
11.9,1087,1213,668,1402
14.8,933,990,849,1104
14.8,852,919,967,855
14.7,882,993,902,862
14.7,888,1009,866,973
14.8,878,1000,880,936
15.3,892,1018,879,1009
13.5,1117,1327,692,1475
11.1,1252,1359,604,1765
10.2,1012,999,785,1329
9.5,1025,916,832,1262
8,1033,881,855,1230
6.6,1008,861,858,1229
6.1,992,867,876,1196
5.2,1187,1114,700,1433
4.9,1065,968,808,1249
5.3,889,760,968,983
4.2,901,767,961,965
3.1,875,795,928,932
4.1,808,636,1120,770
3.5,858,633,1136,788
1.8,819,690,1051,819
1.3,862,757,983,879
3.2,877,793,944,924
7.2,941,832,914,964
10.3,983,846,871,1055
10.9,1067,981,755,1383
12.2,1100,1022,752,1367
13.3,958,928,841,1120
15.2,866,763,1018,775
14.9,1018,907,889,1150
13.1,1175,1074,748,1528
11.7,1197,1012,717,1655
10.1,1110,872,822,1393
9.8,1060,825,854,1338
7.1,1136,885,806,1403
5.9,1049,864,818,1327
5.3,1053,859,810,1346
5.6,970,763,917,1132
3.9,1049,907,795,1209
3.3,919,761,911,1044
3.7,870,684,997,936
4.2,814,587,1146,840
2.6,820,604,1127,847
3.7,897,722,987,959
4.5,988,850,861,1133
4.9,1242,1185,625,1511
5.4,1493,1981,448,2346
6.2,1394,2214,411,2311
6.8,1252,1439,559,1798
7.3,1255,1301,571,1750
7.8,1360,1392,490,1863
8,1369,1434,489,1883
8.3,1361,1347,518,1851
8.5,1411,1371,500,1919
8.5,1509,1439,459,2078
8.9,1738,1735,365,2434
9.1,1766,1720,361,2515
8.9,1706,1641,381,2522
8.5,1472,1361,462,2334
8.5,1392,1206,521,2199
7.7,1335,1112,570,1861
7.9,1285,1037,610,1751
8,1267,1008,628,1652
8,1176,930,679,1455
7.8,1079,812,782,1158
7.9,1084,816,776,1126
8.2,1091,829,755,1126
8.5,1126,886,713,1158
8.9,1210,978,666,1237
9.5,1565,1405,488,1696
9.9,1578,1494,448,1800
10.7,1702,1585,422,1967
11.8,1552,1406,478,1862
13.3,1590,1466,448,2003
13.8,1640,1480,432,2041
13.9,1769,1624,396,2202
14.2,1581,1442,435,1966
14.2,1658,1482,419,2030
13.6,1821,1673,371,2201
13.2,1982,1959,322,2386
12.4,2008,1980,325,2342
11.5,1918,1958,335,2237
10.4,1693,1590,412,2025
10,1495,1345,467,1853
10,1449,1291,482,1817
10.1,1439,1257,494,1704
10,1270,1098,572,1463
10.4,1163,980,654,1299
10.6,1130,915,697,1205
10.6,1023,781,809,1019
10.5,931,679,947,867
9.8,953,717,907,911
9.5,1108,927,718,1106
9.8,1414,1261,532,1479
10.3,1423,1323,496,1568
11.1,1352,1231,538,1530
13.3,1303,1153,575,1582
15.1,1103,931,711,1235
15.6,1138,967,695,1195
15.4,1278,1130,580,1471
14.6,1292,1141,556,1582
13.7,1374,1222,516,1671
12.3,1464,1358,477,1711
10.8,1562,1557,427,1852
10.2,1592,1627,401,1902
10.1,1669,1686,384,1961
10,1429,1401,475,1689
8.6,1354,1269,506,1580
7.7,1311,1203,542,1428
7.1,1311,1225,538,1434
6.7,1292,1221,547,1389
6,1091,1025,666,1130
5.1,1009,928,754,983
4.3,1050,956,725,1025
4,1053,955,710,1050
4,1016,945,724,1038
4,1057,1004,702,1080
4.4,1309,1333,537,1411
6.7,1315,1375,526,1549
10,1315,1300,547,1659
13.6,1111,1042,682,1434
14.6,1087,1000,706,1310
15.4,1104,1028,696,1227
16.4,1142,1078,670,1261
16.8,1164,1096,662,1261
16.8,1214,1124,659,1345
15.4,1369,1346,558,1608
13.8,1368,1334,529,1653
13.3,1226,1161,606,1442
11.5,1225,1134,614,1421
10.7,1190,1028,654,1329
10,1128,889,743,1212
9.9,1105,883,747,1179
9.3,1152,959,689,1231
9.1,1141,967,698,1214
8.9,1121,901,712,1134
9.1,1043,805,798,992
8.7,1090,841,757,989
9,982,752,844,897
9.1,974,743,864,885
9.3,1118,915,731,1059
10,1508,1379,496,1567
10.6,1521,1470,456,1727
12.4,1562,1458,458,2021
13.7,1392,1192,543,1795
14.9,1439,1267,522,1852
15.5,1539,1371,488,1943
15.8,1608,1483,446,2058
15.8,1589,1407,556,1972
15.7,1704,1531,507,2098
15.5,1822,1686,387,2244
15.5,1956,1877,347,2465
15.6,1676,1568,444,2096
15.1,1834,1723,400,2190
14.6,1759,1588,437,2234
13.8,1518,1293,515,2048
13.4,1502,1256,560,2044
13,1499,1207,748,1881
12.7,1531,1238,619,1774
12.4,1424,1145,641,1615
11.9,1279,986,756,1473
11.9,1250,942,755,1380
13.2,1189,870,821,1251
12.3,1197,881,820,1173
12.8,1273,946,729,1217
13.7,1298,1017,727,1193
13.4,1453,1190,583,1358
13.8,1492,1233,561,1481
15.1,1481,1202,768,1532
15.8,1524,1228,853,1675
15.4,1562,1280,479,1709
15.6,1567,1300,473,1743
16.3,1568,1280,479,1774
16.4,1622,1312,477,1804
15.6,1515,1259,508,1555
14.2,1603,1417,459,1621
14,1514,1334,489,1614
13.3,1567,1392,470,1637
13.7,1380,1163,573,1485
12.8,1214,972,663,1280
11.2,1225,982,656,1236
10.6,1250,989,665,1204
10.8,1143,882,738,1069
10.5,1046,817,790,957
10.3,953,722,911,828
10.3,913,659,1010,748
11.2,858,554,1207,663
8.9,848,560,1206,644
9.5,871,548,1197,662
8.6,909,624,1056,736
8.6,906,637,1024,761
9.7,859,573,1126,696
11.1,1028,773,877,871
11.8,1089,835,778,1004
12.1,1184,954,701,1133
12.6,1136,906,729,1140
13.4,1069,854,780,999
13.3,1214,922,741,1124
11.2,1212,926,720,1193
9.6,1218,981,677,1258
9.9,1279,1069,628,1356
10.4,1382,1196,573,1468
10.3,1292,1085,620,1390
10.4,1250,1054,634,1348
10.5,1260,1030,639,1355
10.2,1203,988,658,1315
9.9,1146,900,718,1183
9.8,1130,902,715,1117
9.5,1032,757,837,1001
8.9,993,720,891,925
8.8,987,759,856,940
8.7,1018,800,821,956
8.7,1129,971,707,1064
9.6,1440,1312,537,1515
11.3,1609,1540,486,1803
13.8,1573,1511,531,1927
14.9,1705,1562,473,2197
15.3,1551,1377,564,2038
18.6,1163,1016,781,1339
18.6,1186,1077,797,1328
18.4,1166,1007,775,1227
17.9,1200,1027,760,1199
18,1134,903,821,1046
16.7,1161,979,758,1132
17.3,1117,871,781,986
16.8,1114,872,857,991
16.5,1022,744,1224,847
16.3,996,710,1699,783
16,1002,704,1472,752
15.6,1032,688,1514,737
13.8,1052,766,1031,796
13.2,1014,737,1509,765
13.6,897,581,1184,636
13.8,878,518,1294,539
13.6,840,534,1268,483
11.5,879,575,1262,537
11.8,999,690,1027,707
12.3,1251,1015,751,1070
13,1351,1226,648,1248
13.7,1312,1177,711,1261
14,1201,1098,763,1209
14.6,1120,932,897,1039
14.9,1071,955,940,977
14.9,1085,967,943,976
15.3,1113,980,984,995
14.6,1310,1301,746,1350
12.6,1183,1122,897,1215
11.9,1362,1373,755,1461
11.6,1408,1502,640,1598
11.5,1471,1559,605,1669
10.7,1157,1063,905,1223
9.6,1061,899,1067,939
9.6,1006,836,1226,902
9.8,1039,880,1198,933
10.1,886,699,1900,766
9.1,900,701,1955,749
8.7,856,654,2042,709
8.5,857,638,2061,746
8.3,844,618,2095,757
8.9,927,671,2009,792
8.7,1007,857,1699,921
9,1318,1243,1261,1318
9.5,1396,1419,1104,1547
10.4,1337,1288,1192,1516
11,1202,1083,1376,1340
13.8,1309,1212,1267,1556
13.6,1351,1278,1249,1582
13.7,1501,1514,1090,1791
13,1426,1375,1143,1631
12.7,1544,1446,1070,1679
12.3,1566,1474,1049,1681
12.3,1547,1532,1009,1718
12.5,1124,1047,1401,1193
11.8,1090,981,1513,1044
11.3,1034,865,1732,925
11.1,1040,859,1705,889
11.3,1060,877,1648,929
11.6,1076,903,1627,958
11.7,975,787,1812,844
11.7,987,796,1789,830
11.9,928,699,1930,785
12,889,646,2047,743
12,880,610,2095,711
12.4,919,711,1667,819
12.5,1073,867,768,981
12.9,1435,1341,501,1480
13.3,1477,1501,444,1691
14.3,1337,1275,525,1548
15.4,1308,1191,537,1523
15.9,1245,1143,569,1406
16.4,1295,1205,538,1476
18,1338,1208,539,1481
19.2,1405,1269,500,1534
18.1,1456,1291,490,1592
16.7,1516,1423,455,1688
15.8,1707,1721,375,1940
15.4,1816,1851,341,2069
15.4,1713,1699,371,1943
15.3,1646,1570,401,1846
15.1,1468,1351,472,1611
14.2,1443,1323,486,1487
14.1,1289,1087,587,1208
14.4,1194,950,667,1043
14.1,1165,957,661,979
14.1,1003,747,843,806
14,986,700,883,768
13.9,930,623,975,720
13.8,988,709,897,785
13.8,1094,857,739,903
13.7,1528,1328,487,1389
13.9,1628,1528,416,1649
14.6,1555,1377,455,1621
15.8,1290,1084,586,1362
16.4,1280,1144,555,1624
16.8,1302,1169,544,1605
17.9,1332,1242,524,1608
18.8,1332,1163,548,1522
19,1493,1399,466,1708
17.7,1648,1612,401,1885
16.5,1482,1404,463,1657
15.7,1501,1392,476,1645
15,1601,1568,422,1729
14.6,1421,1320,496,1556
14,1232,1074,606,1317
13.1,1270,1117,586,1290
12.6,1257,1108,592,1287
12.8,1246,1077,621,1235
12.1,1166,1013,643,1144
11.6,1062,906,724,1004
11.6,1005,829,779,944
11.4,1032,848,751,972
11.5,1034,876,740,968
12.4,1024,822,800,954
12.3,1243,1108,595,1201
12.2,1148,963,680,1017
12.2,1182,994,654,1039
12.4,1015,835,796,911
13,1175,1002,668,1059
11.8,1224,1046,630,1213
11.9,1123,916,709,1003
11.9,1187,961,685,1017
12.3,1116,860,758,937
12.7,1131,912,728,987
13.1,1215,1012,653,1131
13.1,1077,852,773,969
13.4,1210,1000,679,1062
13.8,1181,956,689,1058
14,1088,851,766,959
13.5,1054,794,830,887
13,1096,826,795,911
12.4,1042,834,808,914
12.3,887,679,969,786
12.2,884,651,1034,741
12.3,862,639,1033,727
12.7,821,584,1132,686
12.5,797,543,1235,648
12.4,802,538,1237,645
13.2,848,578,1160,679
13.1,863,610,1088,696
12.9,889,661,1001,735
13,969,733,901,803
13,1013,795,826,848
12,1100,842,774,882
11.4,1019,788,828,812
12,1061,887,745,889
11.5,940,692,934,749
11.3,904,640,1022,682
12,1120,935,744,922
12.1,987,746,880,833
12.5,971,734,905,808
12.6,965,733,909,790
12.5,873,641,1025,685
13.1,892,672,1012,706
13.2,857,605,1094,636
13.3,901,662,1034,678
13.3,901,661,1022,714
12.7,904,649,983,726
11.9,857,562,1140,646
11.8,881,602,1034,685
12,913,701,926,750
12.2,1012,817,819,878
12.7,1314,1173,589,1238
13.4,1479,1465,471,1572
15.9,1299,1254,566,1488
18.5,1221,1090,641,1424
18.4,1171,1049,655,1338
19.4,1316,1293,538,1559
19.5,1208,1191,573,1415
20.3,1145,1112,621,1331
18.7,1189,1167,599,1315
17.3,1173,1170,597,1289
16.4,1237,1239,570,1389
15.9,1253,1238,571,1351
15.5,1155,1126,617,1267
15.3,1175,1077,634,1279
16.6,1001,871,806,1071
14.6,1014,804,871,994
14,966,770,900,956
13,987,786,901,936
13.1,888,680,985,826
11.6,911,719,947,839
11.9,828,627,1074,748
12.4,857,604,1126,740
14.1,886,641,1082,783
12.9,964,730,985,891
11.7,1230,1070,761,1197
12.5,1236,1203,681,1311
14.5,1322,1219,682,1472
16.9,1407,1292,643,1694
17.4,1357,1339,657,1639
18.8,1289,1239,733,1469
19.4,1257,1179,818,1415
19.2,1199,1108,818,1250
17.7,1181,1121,629,1236
16.5,1175,1112,628,1212
15.4,1202,1126,606,1212
15.2,1170,1095,618,1195
14.9,1115,1036,649,1200
14.5,1130,1026,657,1209
14.5,1195,1013,646,1276
14.6,1111,887,720,1132
15,1092,855,750,1061
14.7,1111,856,746,1036
15.3,992,731,1035,911
12.3,1051,815,1305,951
11.6,1080,896,1075,1033
12,893,655,990,816
11.8,923,664,988,822
11.8,950,713,917,841
12.8,947,666,985,795
13.2,973,712,923,831
13.1,1111,884,751,1025
14.3,1206,969,701,1178
16,1202,958,732,1181
17.3,1261,1022,635,1250
17.3,1102,855,763,1039
16.7,997,742,911,899
15.4,1049,790,870,1019
15.2,1082,834,800,1057
16.2,1177,987,692,1229
16.5,1166,935,756,1135
14.6,1352,1118,625,1188
13.9,1210,947,697,1060
13.7,1161,909,721,962
13.8,1142,866,815,939
14.2,1054,789,886,864
14.9,926,649,1035,741
14.7,873,583,1155,642
15.2,832,518,1264,539
14.8,803,466,1451,449
14.4,818,463,1509,437
14.5,814,482,1426,457
14.6,832,530,1346,512
15,1091,882,844,931
14.5,1019,874,1113,905
14.3,937,750,1386,790
14.7,950,786,1038,850
15.5,962,785,993,870
14.9,969,812,989,842
15.2,1010,863,915,886
15.2,946,780,945,801
15.6,988,865,876,895
14.8,948,799,1539,827
14.6,1045,960,1376,972
15.1,1114,1057,777,1079
14.5,1006,987,1028,964
13.4,889,738,1379,743
12.3,792,583,1972,517
12,808,572,1729,468
11.9,814,574,1613,461
13.7,827,636,1485,483
14.7,801,633,1489,482
13.8,770,600,2081,416
13.2,721,470,2331,367
12,709,437,2559,324
11.7,734,478,2294,378
11.5,770,533,2683,480
12.3,919,795,2327,822
12.9,996,998,2318,1060
14.4,925,866,2542,916
16.2,883,821,886,844
17.1,884,822,909,807
18.1,920,903,849,853
18.8,941,941,837,884
18.1,934,914,873,834
17.6,929,928,842,893
16,972,1043,764,1037
14.6,1073,1195,675,1244
13.7,1050,1260,662,1269
12.8,980,1132,742,1125
12.7,872,900,918,946
12.8,802,743,1051,751
12.6,792,674,1122,670
12.4,857,753,1034,754
12.5,856,734,1041,781
11.9,869,702,1019,842
11.7,890,688,1015,840
11.5,834,632,1102,746
10.5,860,616,1105,754
7.8,909,728,933,905
9.3,955,772,1030,960
8.2,1035,914,947,1080
10.7,1087,1121,711,1209
14.4,1101,1083,692,1243
17.4,1135,1100,679,1273
17.8,1095,1067,702,1216
18.3,986,931,815,976
18.9,991,940,816,973
18.4,926,815,931,827
17.8,974,891,857,912
16.1,1042,1031,756,1084
14.9,1006,1005,781,1045
14.6,979,946,826,1026
14.2,1072,1011,762,1172
13.3,1217,1037,669,1452
11.2,1124,939,737,1317
8.8,1152,1036,670,1365
8.6,1216,1039,685,1378
8.1,1095,1024,708,1246
6.8,1099,994,715,1186
6.6,974,832,832,1024
5.4,1091,971,703,1187
5.6,955,804,843,1007
4.2,975,859,777,1019
4.8,909,709,936,921
4,992,853,821,1038
4.9,1018,889,780,1105
9.4,1100,974,728,1208
12.6,1101,934,751,1208
14.4,1148,1025,701,1282
15.1,1253,1108,633,1494
16,1229,1075,638,1500
17.5,1250,1133,629,1463
17.2,1432,1251,547,1722
14.3,1530,1352,491,1934
12.2,1604,1438,466,2018
11.6,1352,1191,570,1796
11.3,1235,1065,640,1594
10.6,1127,962,751,1389
9.6,1073,860,896,1238
8.7,1074,867,888,1221
7.9,1133,951,825,1254
7.9,1021,808,961,1098
6.7,995,807,978,1044
6.9,882,614,1221,888
6.3,869,594,1326,835
6.4,868,567,1238,823
6.4,921,655,1001,908
5.6,1041,846,829,1076
6.4,1275,1193,596,1393
7.3,1238,1202,748,1429
9.6,1288,1220,937,1594
12,1422,1362,775,1956
12.7,1293,1236,784,1872
13.9,1410,1363,690,2014
15,1425,1386,691,1978
16,1590,1503,575,2257
16,1520,1552,568,2104
14.1,1595,1628,495,2140
12.6,1881,1983,334,2523
11.7,1633,1677,400,2188
11.5,1391,1338,509,1816
10.6,1263,1164,581,1587
10.1,1147,1012,665,1381
9,1103,928,715,1287
8.6,1071,873,739,1193
7.6,1137,975,687,1223
6.9,1066,907,728,1122
8,918,704,920,932
6.8,895,663,977,866
6.6,885,655,996,848
6,964,784,824,959
6,1088,927,715,1154
6.9,1274,1160,587,1373
7.6,1406,1483,478,1708
9.3,1521,1568,440,2097
11.7,1408,1412,484,2056
12.9,1377,1342,499,2006
14,1470,1450,481,2015
15.1,1416,1346,609,1945
16.7,1383,1314,785,1793
16.8,1574,1483,460,1962
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
